DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,Acc,Deep,Training Time
35,9,6,0.7837150127226463,0.8184357541899442,0.8257372654155496,0.7751322751322751,0.804177545691906,0.7961956521739131,373,378,0.800266311584554,30,20193.78306031227
35,7,5,0.782016348773842,0.7708333333333334,0.7653333333333333,0.7872340425531915,0.7735849056603773,0.7789473684210526,375,376,0.7762982689747004,35,32754.697500944138
35,5,4,0.783068783068783,0.7882037533512064,0.7893333333333333,0.7819148936170213,0.7861885790172644,0.7850467289719626,375,376,0.7856191744340879,27,29669.262915611267
35,9,7,0.8066298342541437,0.7686375321336761,0.7643979057591623,0.8102981029810298,0.7849462365591398,0.7889182058047494,382,369,0.7869507323568575,34,14660.187665462494
35,3,6,0.7674418604651163,0.7774725274725275,0.7857142857142857,0.7587131367292225,0.7764705882352941,0.76797829036635,378,373,0.7723035952063915,35,35237.83488059044
35,5,5,0.7579787234042553,0.7653333333333333,0.7640750670241286,0.7592592592592593,0.761014686248331,0.7622841965471447,373,378,0.7616511318242344,35,26618.671843767166
35,7,6,0.810958904109589,0.7979274611398963,0.7914438502673797,0.8169761273209549,0.8010825439783491,0.8073394495412844,374,377,0.8042609853528628,35,39703.83560585976
35,3,7,0.7827225130890052,0.7886178861788617,0.7931034482758621,0.7780748663101604,0.7878787878787878,0.7833109017496634,377,374,0.7856191744340879,35,29710.10217308998
35,9,8,0.7917737789203085,0.7928176795580111,0.804177545691906,0.779891304347826,0.7979274611398964,0.7863013698630137,383,368,0.7922769640479361,31,46128.82178616524
35,7,7,0.7777777777777778,0.7855227882037533,0.786096256684492,0.7771883289124668,0.7819148936170214,0.7813333333333333,374,377,0.7816245006657789,35,22656.295218467712
35,5,6,0.8,0.7823834196891192,0.776595744680851,0.8053333333333333,0.7881241565452093,0.7936925098554533,376,375,0.7909454061251664,27,42170.66009259224
35,3,8,0.7643979057591623,0.7560975609756098,0.7643979057591623,0.7560975609756098,0.7643979057591623,0.7560975609756099,382,369,0.7603195739014648,33,33947.637263059616
35,7,8,0.7746113989637305,0.7616438356164383,0.7746113989637305,0.7616438356164383,0.7746113989637305,0.7616438356164383,386,365,0.7683089214380826,34,19914.3021171093
35,5,7,0.7660668380462725,0.7928176795580111,0.7989276139410187,0.7592592592592593,0.7821522309711287,0.7756756756756756,373,378,0.7789613848202397,32,11122.936002969742
35,9,9,0.8208955223880597,0.7572115384615384,0.7313829787234043,0.84,0.7735583684950774,0.7964601769911505,376,375,0.7856191744340879,35,43424.45859646797
35,5,8,0.7630853994490359,0.7654639175257731,0.7527173913043478,0.7754569190600522,0.7578659370725035,0.7704280155642023,368,383,0.7643142476697736,34,17721.461218833923
35,7,9,0.8027777777777778,0.7800511508951407,0.7706666666666667,0.8111702127659575,0.7863945578231293,0.7953063885267275,375,376,0.7909454061251664,33,29915.476652622223
35,9,10,0.7769230769230769,0.8254847645429363,0.8278688524590164,0.7740259740259741,0.8015873015873016,0.7989276139410187,366,385,0.800266311584554,35,17007.034949064255
35,3,9,0.7519582245430809,0.7581521739130435,0.7639257294429708,0.7459893048128342,0.7578947368421053,0.7520215633423181,377,374,0.7549933422103862,35,42697.75817704201
35,7,10,0.7684210526315789,0.7897574123989218,0.7891891891891892,0.7690288713910761,0.7786666666666666,0.7792553191489362,370,381,0.7789613848202397,35,25026.85054063797
35,5,9,0.7872340425531915,0.8133333333333334,0.8087431693989071,0.7922077922077922,0.7978436657681941,0.8026315789473685,366,385,0.800266311584554,34,45768.2348780632
35,3,10,0.7941176470588235,0.7718832891246684,0.7754569190600522,0.7907608695652174,0.7846763540290621,0.7812080536912752,383,368,0.7829560585885486,35,31114.06981229782
35,5,10,0.7804232804232805,0.7962466487935657,0.7951482479784366,0.781578947368421,0.7877169559412551,0.7888446215139442,371,380,0.7882822902796272,32,18596.735881090164
