K,Balanced,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
3,1,15,0.6256544502617801,0.6449864498644986,0.6459459459459459,0.6246719160104987,0.6356382978723404,0.6346666666666667,370,381,238,143,131,239,0.6351531291611185,0.6353089309782224,0.6353089309782224
3,1,16,0.5909090909090909,0.6126126126126126,0.6569148936170213,0.544,0.6221662468513854,0.576271186440678,376,375,204,171,129,247,0.6005326231691078,0.6004574468085107,0.6004574468085107
3,1,17,0.6186868686868687,0.6169014084507042,0.6430446194225722,0.5918918918918918,0.6306306306306306,0.6041379310344827,381,370,219,151,136,245,0.6178428761651131,0.617468255657232,0.617468255657232
3,1,18,0.5931372549019608,0.6122448979591837,0.6453333333333333,0.5585106382978723,0.6181353767560663,0.5841446453407511,375,376,210,166,133,242,0.6018641810918774,0.6019219858156029,0.6019219858156029
3,1,19,0.6069767441860465,0.6230529595015576,0.6832460732984293,0.5420054200542005,0.6428571428571429,0.5797101449275363,382,369,200,169,121,261,0.6138482023968043,0.612625746676315,0.612625746676315
3,1,20,0.610705596107056,0.6058823529411764,0.6519480519480519,0.5628415300546448,0.6306532663316583,0.58356940509915,385,366,206,160,134,251,0.6085219707057257,0.6073947910013484,0.6073947910013484
3,1,21,0.6073059360730594,0.6421725239616614,0.7037037037037037,0.5388739946380697,0.6519607843137256,0.5860058309037902,378,373,201,172,112,266,0.6218375499334221,0.6212888491708868,0.6212888491708867
3,1,22,0.5893719806763285,0.629080118694362,0.6612466124661247,0.5549738219895288,0.6232439335887612,0.5897079276773296,369,382,212,170,125,244,0.607190412782956,0.6081102172278268,0.6081102172278268
3,1,23,0.5911330049261084,0.6115942028985507,0.6417112299465241,0.5596816976127321,0.6153846153846154,0.5844875346260386,374,377,211,166,134,240,0.6005326231691078,0.600696463779628,0.600696463779628
3,1,24,0.6220095693779905,0.6216216216216216,0.6735751295336787,0.5671232876712329,0.6467661691542288,0.5931232091690544,386,365,207,158,126,260,0.6218375499334221,0.6203492086024558,0.6203492086024557
3,1,25,0.6013986013986014,0.6273291925465838,0.6825396825396826,0.5415549597855228,0.6394052044609665,0.5812949640287769,378,373,202,171,120,258,0.6125166444740346,0.6120473211626026,0.6120473211626026
3,1,26,0.6421052631578947,0.633423180592992,0.6421052631578947,0.633423180592992,0.6421052631578947,0.633423180592992,380,371,235,136,136,244,0.6378162450066578,0.6377642218754433,0.6377642218754433
3,1,27,0.6055276381909548,0.5949008498583569,0.6276041666666666,0.5722070844686649,0.6163682864450128,0.5833333333333334,384,367,210,157,143,241,0.6005326231691078,0.5999056255676657,0.5999056255676658
3,1,28,0.6169154228855721,0.6246418338108882,0.6543535620052771,0.5860215053763441,0.6350832266325224,0.6047156726768377,379,372,218,154,131,248,0.6205059920106525,0.6201875336908105,0.6201875336908106
3,1,29,0.5924170616113744,0.6534954407294833,0.6868131868131868,0.5555555555555556,0.6361323155216285,0.6005586592178771,364,387,215,172,114,250,0.6191744340878829,0.6211843711843712,0.6211843711843712
3,1,30,0.5843828715365239,0.5932203389830508,0.6170212765957447,0.56,0.6002587322121604,0.5761316872427984,376,375,210,165,144,232,0.5885486018641811,0.5885106382978724,0.5885106382978723
3,1,31,0.5889423076923077,0.6238805970149254,0.660377358490566,0.55,0.6226175349428209,0.5846153846153846,371,380,209,171,126,245,0.6045272969374168,0.6051886792452831,0.6051886792452831
3,1,32,0.6072351421188631,0.6263736263736264,0.633423180592992,0.6,0.6200527704485488,0.6129032258064515,371,380,228,152,136,235,0.6165113182423435,0.6167115902964959,0.616711590296496
3,1,33,0.6428571428571429,0.6518105849582173,0.6684350132625995,0.6256684491978609,0.6553966189856957,0.6384720327421555,377,374,234,140,125,252,0.6471371504660453,0.6470517312302303,0.6470517312302302
3,1,34,0.581453634085213,0.6107954545454546,0.6287262872628726,0.56282722513089,0.6041666666666667,0.5858310626702998,369,382,215,167,137,232,0.5952063914780293,0.5957767561968813,0.5957767561968813
3,1,35,0.6150121065375302,0.6715976331360947,0.6958904109589041,0.5880829015544041,0.6529562982005142,0.6270718232044199,365,386,227,159,111,254,0.640479360852197,0.6419866562566541,0.6419866562566541
3,1,36,0.59375,0.6149253731343284,0.6569148936170213,0.5493333333333333,0.6237373737373737,0.5802816901408451,376,375,206,169,129,247,0.6031957390146472,0.6031241134751772,0.6031241134751772
3,1,37,0.6298200514138818,0.649171270718232,0.6586021505376344,0.6200527704485488,0.6438896189224704,0.6342780026990553,372,379,235,144,127,245,0.6391478029294274,0.6393274604930916,0.6393274604930916
3,1,38,0.6033653846153846,0.6179104477611941,0.662269129287599,0.5564516129032258,0.631446540880503,0.5855728429985856,379,372,207,165,128,251,0.6098535286284953,0.6093603710954123,0.6093603710954124
3,1,39,0.6039119804400978,0.6345029239766082,0.6639784946236559,0.5725593667546174,0.6325224071702945,0.6019417475728155,372,379,217,162,125,247,0.6178428761651131,0.6182689306891367,0.6182689306891367
3,1,40,0.5796019900497512,0.6131805157593123,0.6331521739130435,0.5587467362924282,0.6051948051948051,0.5846994535519126,368,383,214,169,135,233,0.5952063914780293,0.5959494551027358,0.5959494551027358
3,1,41,0.59375,0.5970149253731343,0.6465968586387435,0.5420054200542005,0.6190476190476192,0.5681818181818181,382,369,200,169,135,247,0.5952063914780293,0.5943011393464721,0.5943011393464719
3,1,42,0.6184834123222749,0.6382978723404256,0.6868421052631579,0.5660377358490566,0.6508728179551122,0.6,380,371,210,161,119,261,0.6271637816245007,0.6264399205561073,0.6264399205561072
3,1,43,0.6031331592689295,0.592391304347826,0.6062992125984252,0.5891891891891892,0.6047120418848168,0.5907859078590786,381,370,218,152,150,231,0.5978695073235686,0.5977442008938072,0.5977442008938072
3,1,44,0.6096938775510204,0.6183844011142061,0.6356382978723404,0.592,0.6223958333333334,0.6049046321525885,376,375,222,153,137,239,0.6138482023968043,0.6138191489361702,0.6138191489361703
3,1,45,0.5990675990675991,0.65527950310559,0.6983695652173914,0.5509138381201044,0.6449184441656212,0.5985815602836879,368,383,211,172,111,257,0.6231691078561917,0.6246417016687479,0.624641701668748
3,1,46,0.6203473945409429,0.632183908045977,0.6613756613756614,0.5898123324396782,0.6402048655569783,0.6102635228848821,378,373,220,153,128,250,0.625832223701731,0.6255939969076698,0.6255939969076698
3,1,47,0.6218274111675127,0.6330532212885154,0.651595744680851,0.6026666666666667,0.6363636363636364,0.6174863387978141,376,375,226,149,131,245,0.6271637816245007,0.6271312056737589,0.627131205673759
3,1,48,0.6219512195121951,0.6627565982404692,0.6891891891891891,0.5931758530183727,0.6538461538461539,0.6260387811634349,370,381,226,155,115,255,0.640479360852197,0.6411825211037809,0.641182521103781
3,1,49,0.6142857142857143,0.6555891238670695,0.6935483870967742,0.5725593667546174,0.6515151515151515,0.6112676056338028,372,379,217,162,114,258,0.6324900133155792,0.6330538769256958,0.6330538769256958
3,1,50,0.6081730769230769,0.608955223880597,0.6588541666666666,0.555858310626703,0.6324999999999998,0.5811965811965812,384,367,204,163,131,253,0.6085219707057257,0.6073562386466848,0.6073562386466849
3,1,51,0.6262376237623762,0.659942363112392,0.6819407008086253,0.6026315789473684,0.6529032258064517,0.6299862448418156,371,380,229,151,118,253,0.6418109187749668,0.6422861398779969,0.6422861398779969
3,1,52,0.6434316353887399,0.656084656084656,0.6486486486486487,0.6509186351706037,0.6460296096904442,0.6534914361001317,370,381,248,133,130,240,0.6498002663115846,0.6497836419096261,0.6497836419096261
3,1,53,0.5990453460620525,0.6325301204819277,0.6729222520107239,0.5555555555555556,0.6338383838383839,0.5915492957746478,373,378,210,168,122,251,0.6138482023968043,0.6142389037831397,0.6142389037831397
3,1,54,0.6035353535353535,0.6253521126760564,0.6424731182795699,0.5857519788918206,0.6223958333333333,0.6049046321525886,372,379,222,157,133,239,0.6138482023968043,0.6141125485856953,0.6141125485856952
3,1,55,0.5896805896805897,0.6104651162790697,0.6417112299465241,0.5570291777188329,0.6145966709346992,0.5825242718446603,374,377,210,167,134,240,0.5992010652463382,0.5993702038326785,0.5993702038326785
3,1,56,0.6322115384615384,0.6507462686567164,0.6921052631578948,0.5876010781671159,0.6608040201005025,0.6175637393767704,380,371,218,153,117,263,0.640479360852197,0.6398531706625054,0.6398531706625054
3,1,57,0.6070588235294118,0.6288343558282209,0.6807387862796834,0.5510752688172043,0.6417910447761195,0.5873925501432665,379,372,205,167,121,258,0.6165113182423435,0.6159070275484438,0.6159070275484438
3,1,58,0.6128205128205129,0.6260387811634349,0.6390374331550802,0.5994694960212201,0.62565445026178,0.6124661246612466,374,377,226,151,135,239,0.6191744340878829,0.6192534645881502,0.6192534645881501
3,1,59,0.6111111111111112,0.6379821958456974,0.6746666666666666,0.5718085106382979,0.6413181242078582,0.603085553997195,375,376,215,161,122,253,0.6231691078561917,0.6232375886524822,0.6232375886524824
3,1,60,0.5801526717557252,0.5977653631284916,0.6129032258064516,0.5646437994722955,0.596078431372549,0.5807327001356852,372,379,214,165,144,228,0.5885486018641811,0.5887735126393735,0.5887735126393736
3,1,61,0.6167076167076168,0.6511627906976745,0.6765498652291105,0.5894736842105263,0.6452442159383034,0.6187845303867403,371,380,224,156,120,251,0.6324900133155792,0.6330117747198185,0.6330117747198184
3,1,62,0.5906862745098039,0.597667638483965,0.6358839050131926,0.5510752688172043,0.6124523506988564,0.5734265734265734,379,372,205,167,138,241,0.5938748335552596,0.5934795869151984,0.5934795869151984
3,1,63,0.6019900497512438,0.6275071633237822,0.6505376344086021,0.5778364116094987,0.6253229974160208,0.6016483516483515,372,379,219,160,130,242,0.6138482023968043,0.6141870230090504,0.6141870230090504
3,1,64,0.6136919315403423,0.6111111111111112,0.6536458333333334,0.5694822888283378,0.6330390920554855,0.5895627644569816,384,367,209,158,133,251,0.6125166444740346,0.6115640610808357,0.6115640610808355
3,1,65,0.6296296296296297,0.661849710982659,0.6854838709677419,0.604221635883905,0.6563706563706563,0.6317241379310344,372,379,229,150,117,255,0.644474034620506,0.6448527534258235,0.6448527534258235
3,1,66,0.6287128712871287,0.6368876080691642,0.6684210526315789,0.5956873315363881,0.6479591836734694,0.6155988857938718,380,371,221,150,126,254,0.6324900133155792,0.6320541920839836,0.6320541920839835
3,1,67,0.6262376237623762,0.6282420749279539,0.662303664921466,0.5907859078590786,0.6437659033078881,0.6089385474860335,382,369,218,151,129,253,0.6271637816245007,0.6265447863902722,0.6265447863902722
3,1,68,0.5946601941747572,0.6106194690265486,0.649867374005305,0.553475935828877,0.6210392902408112,0.5806451612903225,377,374,207,167,132,245,0.6018641810918774,0.601671654917091,0.6016716549170911
3,1,69,0.6194029850746269,0.6446991404011462,0.6675603217158177,0.5952380952380952,0.6425806451612903,0.6189821182943605,373,378,225,153,124,249,0.6311584553928096,0.6313992084769564,0.6313992084769565
3,1,70,0.592326139088729,0.6287425149700598,0.6657681940700808,0.5526315789473685,0.6269035532994924,0.5882352941176471,371,380,210,170,124,247,0.6085219707057257,0.6091998865087246,0.6091998865087247
3,1,71,0.608355091383812,0.6277173913043478,0.6297297297297297,0.6062992125984252,0.6188579017264276,0.616822429906542,370,381,231,150,137,233,0.6178428761651131,0.6180144711640775,0.6180144711640775
3,1,72,0.6054590570719603,0.6206896551724138,0.648936170212766,0.576,0.6264441591784339,0.5975103734439834,376,375,216,159,132,244,0.6125166444740346,0.6124680851063831,0.6124680851063831
3,1,73,0.6129032258064516,0.6206896551724138,0.6517150395778364,0.5806451612903226,0.6317135549872124,0.6000000000000001,379,372,216,156,132,247,0.6165113182423435,0.6161801004340794,0.6161801004340794
3,1,74,0.6340852130325815,0.6363636363636364,0.6640419947506562,0.6054054054054054,0.6487179487179486,0.6204986149584488,381,370,224,146,128,253,0.6351531291611185,0.6347237000780308,0.6347237000780308
3,1,75,0.6344339622641509,0.6574923547400612,0.7060367454068242,0.581081081081081,0.6683229813664596,0.6169296987087517,381,370,215,155,112,269,0.644474034620506,0.6435589132439526,0.6435589132439526
3,1,76,0.6126582278481013,0.6123595505617978,0.6368421052631579,0.5876010781671159,0.6245161290322581,0.5997248968363137,380,371,218,153,138,242,0.6125166444740346,0.6122215917151369,0.6122215917151369
3,1,77,0.5985915492957746,0.6276923076923077,0.6781914893617021,0.544,0.6359102244389028,0.5828571428571427,376,375,204,171,121,255,0.611185086551265,0.6110957446808511,0.611095744680851
3,1,78,0.6172839506172839,0.6416184971098265,0.6684491978609626,0.5888594164456233,0.6418485237483953,0.6141078838174273,374,377,222,155,124,250,0.6284953395472703,0.628654307153293,0.628654307153293
3,1,79,0.574025974025974,0.6010928961748634,0.6021798365122616,0.5729166666666666,0.5877659574468085,0.5866666666666666,367,384,220,164,146,221,0.5872170439414115,0.5875482515894642,0.5875482515894641
3,1,80,0.6078886310904872,0.653125,0.7024128686327078,0.5529100529100529,0.6517412935323382,0.5988538681948424,373,378,209,169,111,262,0.6271637816245007,0.6276614607713804,0.6276614607713804
3,1,81,0.6029411764705882,0.60932944606414,0.6473684210526316,0.5633423180592992,0.6243654822335024,0.5854341736694678,380,371,209,162,134,246,0.6058588548601864,0.6053553695559654,0.6053553695559655
3,1,82,0.5945945945945946,0.6162790697674418,0.6470588235294118,0.5623342175066313,0.619718309859155,0.5880721220527045,374,377,212,165,132,242,0.6045272969374168,0.6046965205180215,0.6046965205180215
3,1,83,0.6186868686868687,0.6112676056338028,0.639686684073107,0.5896739130434783,0.6290115532734275,0.6002766251728908,383,368,217,151,138,245,0.6151797603195739,0.6146802985582926,0.6146802985582926
3,1,84,0.576036866359447,0.6277602523659306,0.6793478260869565,0.5195822454308094,0.6234413965087281,0.5685714285714286,368,383,199,184,118,250,0.5978695073235686,0.599465035758883,0.599465035758883
3,1,85,0.6048780487804878,0.6363636363636364,0.6666666666666666,0.5725593667546174,0.6342710997442454,0.6027777777777779,372,379,217,162,124,248,0.6191744340878829,0.619613016710642,0.6196130167106421
3,1,86,0.6295336787564767,0.6328767123287671,0.6445623342175066,0.6176470588235294,0.6369593709043251,0.625169147496617,377,374,231,143,134,243,0.6311584553928096,0.631104696520518,0.631104696520518
3,1,87,0.5829493087557603,0.6435331230283912,0.6912568306010929,0.5298701298701298,0.6325000000000001,0.5811965811965811,366,385,204,181,113,253,0.6085219707057257,0.6105634802356112,0.6105634802356114
3,1,88,0.6183574879227053,0.6112759643916914,0.661498708010336,0.5659340659340659,0.6392009987515606,0.5877318116975748,387,364,206,158,131,256,0.6151797603195739,0.613716386972201,0.6137163869722008
3,1,89,0.6184834123222749,0.6504559270516718,0.6941489361702128,0.5706666666666667,0.6541353383458648,0.6079545454545455,376,375,214,161,115,261,0.6324900133155792,0.6324078014184397,0.6324078014184398
3,1,90,0.5951219512195122,0.6187683284457478,0.6524064171122995,0.5596816976127321,0.6224489795918368,0.5877437325905291,374,377,211,166,130,244,0.6058588548601864,0.6060440573625158,0.6060440573625158
3,1,91,0.578088578088578,0.6149068322981367,0.6666666666666666,0.5224274406332454,0.6192259675405744,0.5649072753209702,372,379,198,181,124,248,0.5938748335552596,0.594547053649956,0.5945470536499561
3,1,92,0.6340852130325815,0.6534090909090909,0.6746666666666666,0.6117021276595744,0.6537467700258398,0.6318681318681318,375,376,230,146,122,253,0.6431424766977364,0.6431843971631205,0.6431843971631206
3,1,93,0.5934579439252337,0.628482972136223,0.679144385026738,0.5384615384615384,0.6334164588528678,0.58,374,377,203,174,120,254,0.6085219707057257,0.6088029617441382,0.6088029617441382
3,1,94,0.6183206106870229,0.6368715083798883,0.6514745308310992,0.6031746031746031,0.6344647519582246,0.6195652173913043,373,378,228,150,130,243,0.6271637816245007,0.6273245670028512,0.6273245670028511
3,1,95,0.6048780487804878,0.6363636363636364,0.6666666666666666,0.5725593667546174,0.6342710997442454,0.6027777777777779,372,379,217,162,124,248,0.6191744340878829,0.619613016710642,0.6196130167106421
3,1,96,0.6036745406824147,0.6135135135135135,0.6166219839142091,0.6005291005291006,0.6100795755968169,0.6069518716577539,373,378,227,151,143,230,0.6085219707057257,0.6085755422216548,0.6085755422216548
3,1,97,0.6127320954907162,0.6096256684491979,0.6127320954907162,0.6096256684491979,0.6127320954907162,0.6096256684491979,377,374,228,146,146,231,0.611185086551265,0.611178881969957,0.6111788819699571
3,1,98,0.6170731707317073,0.6656891495601173,0.6893732970027248,0.5911458333333334,0.6512226512226512,0.6262068965517241,367,384,227,157,114,253,0.6391478029294274,0.6402595651680291,0.6402595651680292
3,1,99,0.6104218362282878,0.6494252873563219,0.6684782608695652,0.5900783289817232,0.6381322957198443,0.6183310533515732,368,383,226,157,122,246,0.6284953395472703,0.6292782949256442,0.6292782949256441
5,1,0,0.6212871287128713,0.6167146974063401,0.6536458333333334,0.5831062670299727,0.6370558375634517,0.599439775910364,384,367,214,153,133,251,0.6191744340878829,0.6183760501816531,0.618376050181653
5,1,1,0.6014319809069213,0.6536144578313253,0.6866485013623979,0.5651041666666666,0.6412213740458017,0.606145251396648,367,384,217,167,115,252,0.6245006657789614,0.6258763340145324,0.6258763340145321
5,1,2,0.6365914786967418,0.6534090909090909,0.675531914893617,0.6133333333333333,0.6554838709677419,0.6327372764786796,376,375,230,145,122,254,0.644474034620506,0.6444326241134751,0.6444326241134751
5,1,3,0.6253164556962025,0.6376404494382022,0.6569148936170213,0.6053333333333333,0.6407263294422828,0.6210670314637482,376,375,227,148,129,247,0.6311584553928096,0.6311241134751773,0.6311241134751773
5,1,4,0.6,0.6096866096866097,0.636604774535809,0.5721925133689839,0.6177606177606176,0.5903448275862069,377,374,214,160,137,240,0.6045272969374168,0.6043986439523965,0.6043986439523965
5,1,5,0.6370757180156658,0.625,0.6387434554973822,0.6233062330623306,0.6379084967320262,0.6241519674355495,382,369,230,139,138,244,0.6311584553928096,0.6310248442798565,0.6310248442798565
5,1,6,0.6384039900249376,0.6628571428571428,0.6844919786096256,0.6153846153846154,0.6606451612903226,0.6382393397524071,374,377,232,145,118,256,0.6498002663115846,0.6499382969971206,0.6499382969971206
5,1,7,0.618925831202046,0.6166666666666667,0.6368421052631579,0.5983827493261455,0.6277561608300908,0.6073871409028728,380,371,222,149,138,242,0.6178428761651131,0.6176124272946517,0.6176124272946517
5,1,8,0.6449086161879896,0.6385869565217391,0.65,0.633423180592992,0.6474442988204456,0.6359945872801084,380,371,235,136,133,247,0.6418109187749668,0.6417115902964959,0.641711590296496
5,1,9,0.6465968586387435,0.6368563685636857,0.6482939632545932,0.6351351351351351,0.6474442988204457,0.6359945872801083,381,370,235,135,134,247,0.6418109187749668,0.6417145491948641,0.6417145491948641
5,1,10,0.628992628992629,0.6482558139534884,0.6790450928381963,0.5962566844919787,0.6530612244897959,0.6211699164345404,377,374,223,151,121,256,0.6378162450066578,0.6376508886650873,0.6376508886650876
5,1,11,0.605568445475638,0.65,0.6997319034852547,0.5502645502645502,0.6492537313432836,0.5959885386819485,373,378,208,170,112,261,0.6245006657789614,0.6249982268749025,0.6249982268749025
5,1,12,0.6299019607843137,0.6472303206997084,0.6798941798941799,0.5951742627345844,0.653944020356234,0.6201117318435754,378,373,222,151,121,257,0.6378162450066578,0.6375342213143822,0.6375342213143822
5,1,13,0.6501305483028721,0.6467391304347826,0.6569920844327177,0.6397849462365591,0.6535433070866142,0.6432432432432432,379,372,238,134,130,249,0.6484687083888149,0.6483885153346384,0.6483885153346384
5,1,14,0.6399026763990268,0.6676470588235294,0.699468085106383,0.6053333333333333,0.6683608640406608,0.634965034965035,376,375,227,148,113,263,0.6524633821571239,0.6524007092198582,0.6524007092198583
5,1,15,0.611764705882353,0.6717791411042945,0.7084468664850136,0.5703125,0.6565656565656567,0.6169014084507043,367,384,219,165,107,260,0.6378162450066578,0.6393796832425068,0.6393796832425068
5,1,16,0.6372549019607843,0.673469387755102,0.6989247311827957,0.6094986807387863,0.6666666666666666,0.6398891966759004,372,379,231,148,112,260,0.6537949400798935,0.654211705960791,0.654211705960791
5,1,17,0.6098654708520179,0.6819672131147541,0.7371273712737128,0.5445026178010471,0.667484662576687,0.6055312954876273,369,382,208,174,97,272,0.6391478029294274,0.64081499453738,0.64081499453738
5,1,18,0.648854961832061,0.6564245810055865,0.6746031746031746,0.6300268096514745,0.66147859922179,0.6429548563611491,378,373,235,138,123,255,0.6524633821571239,0.6523149921273246,0.6523149921273246
5,1,19,0.5892018779342723,0.6061538461538462,0.662269129287599,0.5295698924731183,0.6236024844720497,0.5652797704447632,379,372,197,175,128,251,0.596537949400799,0.5959195108803587,0.5959195108803587
5,1,20,0.6181384248210023,0.6385542168674698,0.683377308707124,0.5698924731182796,0.6491228070175438,0.6022727272727274,379,372,212,160,120,259,0.6271637816245007,0.6266348909127017,0.6266348909127017
5,1,21,0.6019184652278178,0.6197604790419161,0.6640211640211641,0.5549597855227882,0.6314465408805032,0.5855728429985856,378,373,207,166,127,251,0.6098535286284953,0.6094904747719762,0.6094904747719762
5,1,22,0.654228855721393,0.6590257879656161,0.6884816753926701,0.6233062330623306,0.6709183673469387,0.6406685236768802,382,369,230,139,119,263,0.6564580559254327,0.6558939542275004,0.6558939542275004
5,1,23,0.6328502415458938,0.655786350148368,0.6931216931216931,0.5924932975871313,0.6616161616161617,0.6225352112676057,378,373,221,152,116,262,0.6431424766977364,0.6428074953544122,0.6428074953544123
5,1,24,0.6247086247086248,0.6832298136645962,0.7243243243243244,0.5774278215223098,0.6708385481852316,0.6258890469416786,370,381,220,161,102,268,0.6498002663115846,0.650876072923317,0.6508760729233171
5,1,25,0.6075949367088608,0.6348314606741573,0.6486486486486487,0.5931758530183727,0.6274509803921569,0.6132971506105834,370,381,226,155,130,240,0.6205059920106525,0.6209122508335108,0.6209122508335108
5,1,26,0.5946547884187082,0.6556291390728477,0.7196765498652291,0.5210526315789473,0.6512195121951219,0.5806451612903225,371,380,198,182,104,267,0.6191744340878829,0.6203645907220883,0.6203645907220883
5,1,27,0.6385542168674698,0.6607142857142857,0.6992084432717678,0.5967741935483871,0.6675062972292191,0.6271186440677966,379,372,222,150,114,265,0.6484687083888149,0.6479913184100775,0.6479913184100774
5,1,28,0.6068796068796068,0.6366279069767442,0.6639784946236559,0.5778364116094987,0.6341463414634145,0.6058091286307054,372,379,219,160,125,247,0.6205059920106525,0.6209074531165774,0.6209074531165774
5,1,29,0.6067146282973621,0.6317365269461078,0.6728723404255319,0.5626666666666666,0.6380832282471627,0.5952045133991537,376,375,211,164,123,253,0.6178428761651131,0.6177695035460993,0.6177695035460993
5,1,30,0.6053268765133172,0.6301775147928994,0.6666666666666666,0.5664893617021277,0.6345177664974619,0.5966386554621849,375,376,213,163,125,250,0.6165113182423435,0.6165780141843971,0.6165780141843972
5,1,31,0.6069651741293532,0.6074498567335244,0.6404199475065617,0.572972972972973,0.6232439335887612,0.5897079276773296,381,370,212,158,137,244,0.607190412782956,0.6066964602397673,0.6066964602397673
5,1,32,0.649867374005305,0.6764705882352942,0.6693989071038251,0.6571428571428571,0.6594885598923284,0.6666666666666666,366,385,253,132,121,245,0.6631158455392809,0.6632708821233412,0.6632708821233411
5,1,33,0.64,0.6410256410256411,0.6701570680628273,0.6097560975609756,0.6547314578005116,0.625,382,369,225,144,126,256,0.640479360852197,0.6399565828119014,0.6399565828119015
5,1,34,0.6329411764705882,0.6687116564417178,0.713527851458886,0.5828877005347594,0.6708229426433915,0.6228571428571429,377,374,218,156,108,269,0.6484687083888149,0.6482077759968227,0.6482077759968227
5,1,35,0.6378896882494005,0.6497005988023952,0.6945169712793734,0.5896739130434783,0.665,0.6182336182336182,383,368,217,151,117,266,0.6431424766977364,0.6420954421614259,0.6420954421614258
5,1,36,0.6033254156769596,0.6424242424242425,0.6827956989247311,0.5593667546174143,0.6406052963430012,0.5980253878702398,372,379,212,167,118,254,0.6205059920106525,0.6210812267710726,0.6210812267710728
5,1,37,0.66,0.6695156695156695,0.6947368421052632,0.633423180592992,0.676923076923077,0.6509695290858727,380,371,235,136,116,264,0.6644474034620506,0.6640800113491275,0.6640800113491274
5,1,38,0.6304909560723514,0.6510989010989011,0.6576819407008087,0.6236842105263158,0.6437994722955145,0.6370967741935485,371,380,237,143,127,244,0.640479360852197,0.6406830756135622,0.6406830756135622
5,1,39,0.6367924528301887,0.6819571865443425,0.7219251336898396,0.5915119363395226,0.6766917293233083,0.6335227272727273,374,377,223,154,104,270,0.6564580559254327,0.656718535014681,0.6567185350146811
5,1,40,0.6401985111662531,0.6551724137931034,0.6825396825396826,0.6112600536193029,0.6606914212548015,0.6324549237170596,378,373,228,145,120,258,0.6471371504660453,0.6468998680794927,0.6468998680794927
5,1,41,0.6057692307692307,0.6447761194029851,0.6792452830188679,0.5684210526315789,0.6404066073697585,0.6041958041958042,371,380,216,164,119,252,0.6231691078561917,0.6238331678252234,0.6238331678252235
