DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,Acc,Deep,Training Time
35,3,7,0.748743718593,0.790368271955,0.801075268817,0.736147757256,0.774025974026,0.762295081967,372,379,0.768308921438,35,12979.584424972534
35,7,8,0.79283887468,0.788888888889,0.80310880829,0.778082191781,0.797940797941,0.783448275862,386,365,0.790945406125,35,24392.66072678566
35,9,8,0.775342465753,0.751295336788,0.746701846966,0.779569892473,0.760752688172,0.765171503958,379,372,0.762982689747,31,9452.948286533356
35,5,8,0.784366576819,0.784210526316,0.780160857909,0.78835978836,0.782258064516,0.786279683377,373,378,0.784287616511,34,14374.073475599289
35,5,9,0.796610169492,0.758186397985,0.746031746032,0.806970509383,0.770491803279,0.781818181818,378,373,0.776298268975,35,13150.571113586426
35,3,8,0.819209039548,0.758186397985,0.751295336788,0.824657534247,0.783783783784,0.790026246719,386,365,0.786950732357,35,33045.20594930649
35,9,9,0.849112426036,0.806295399516,0.782016348774,0.8671875,0.814184397163,0.835633626098,367,384,0.825565912117,35,30379.372412204742
35,7,9,0.802777777778,0.772378516624,0.76455026455,0.809651474531,0.783197831978,0.79057591623,378,373,0.786950732357,34,33337.0594727993
35,5,10,0.790633608815,0.778350515464,0.769436997319,0.798941798942,0.779891304348,0.788511749347,373,378,0.784287616511,35,15230.273141860962
35,9,10,0.766578249337,0.770053475936,0.770666666667,0.765957446809,0.768617021277,0.768,375,376,0.768308921438,35,7400.177425861359
35,3,9,0.774456521739,0.788511749347,0.77868852459,0.784415584416,0.776566757493,0.786458333333,366,385,0.781624500666,30,18693.429678201675
35,7,10,0.821022727273,0.789473684211,0.774798927614,0.833333333333,0.79724137931,0.810810810811,373,378,0.804260985353,29,14954.708136320114
35,3,10,0.776041666667,0.757493188011,0.770025839793,0.763736263736,0.773022049287,0.760601915185,387,364,0.766977363515,35,10145.384739637375
